time,open,high,low,close,vol,amt,oi,code
2019-08-19,4066.048188130093,4072.6596485985974,4035.1947059437402,4047.3157168026646,26251.0,965774290.0,12865.0,RR2001
2019-08-20,4053.9271772711686,4053.9271772711686,4027.4813353971517,4035.1947059437402,10884.0,399007440.0,12121.0,RR2001
2019-08-21,4037.398526099908,4049.5195369588328,4036.2966160218243,4045.1118966464965,7693.0,282333100.0,10819.0,RR2001
2019-08-22,4049.5195369588328,4049.5195369588328,3984.5068423518746,4003.239313679303,11724.0,426636360.0,10941.0,RR2001
2019-08-23,3999.9335834450508,4009.8507741478074,3994.424033054631,4005.443133835471,3595.0,130570400.0,10453.0,RR2001
2019-08-26,4010.952684225891,4037.398526099908,3992.2202128984627,4002.137403601219,6560.0,238915200.0,10796.0,RR2001
2019-08-27,4003.239313679303,4019.7679648505637,3997.7297632888826,4012.054594303975,3371.0,122670690.0,10480.0,RR2001
2019-08-28,4010.952684225891,4014.2584144601433,3995.525943132715,3996.627853210799,3333.0,120954570.0,11500.0,RR2001
2019-08-29,3990.0163927422946,4006.545043913555,3966.87628110253,3992.2202128984627,3612.0,130898880.0,11874.0,RR2001
2019-08-30,3993.322122976547,4010.952684225891,3978.9972919614543,3987.8125725861264,5514.0,199937640.0,12427.0,RR2001
2019-09-02,3995.525943132715,4005.443133835471,3987.8125725861264,3992.2202128984627,4014.0,145547640.0,12650.0,RR2001
2019-09-03,3995.525943132715,3995.525943132715,3978.9972919614543,3986.7106625080423,2611.0,94465980.0,12661.0,RR2001
2019-09-04,3988.9144826642105,4005.443133835471,3967.978191180614,3994.424033054631,7154.0,258831720.0,13221.0,RR2001
2019-09-05,4005.443133835471,4005.443133835471,3984.5068423518746,3986.7106625080423,3810.0,137998200.0,13025.0,RR2001
2019-09-06,3985.6087524299583,4086.98447961369,3984.5068423518746,4030.787065631404,30392.0,1113258960.0,16452.0,RR2001
2019-09-09,4036.2966160218243,4047.3157168026646,3992.2202128984627,4032.990885787572,8701.0,317673510.0,16561.0,RR2001
2019-09-10,4036.2966160218243,4046.2138067245805,4016.4622346163114,4024.1756051628995,3309.0,120910860.0,16532.0,RR2001
2019-09-11,4025.2775152409836,4037.398526099908,3999.9335834450508,4007.6469539916393,3348.0,121967640.0,15995.0,RR2001
2019-09-12,4005.443133835471,4013.156504382059,3997.7297632888826,4001.035493523135,2083.0,75717050.0,15588.0,RR2001
2019-09-16,4005.443133835471,4023.073695084816,3998.8316733669667,4009.8507741478074,2490.0,90735600.0,15708.0,RR2001
2019-09-17,4013.156504382059,4060.538637739673,4009.8507741478074,4047.3157168026646,5979.0,218711820.0,16128.0,RR2001
