time,open,high,low,close,vol,amt,oi,code
2019-10-21,11451.35283251242,11480.02422167745,11359.60438718433,11422.681443347394,1564.0,155696200.0,12267.0,NR2002
2019-10-22,11416.947165514388,11634.849723168605,11405.478609848376,11491.492777343461,6014.0,604407000.0,13498.0,NR2002
2019-10-23,11491.492777343461,11640.58400100161,11439.884276846411,11485.758499510455,4093.0,411551150.0,13835.0,NR2002
2019-10-24,11434.149999013405,11508.695610842478,11376.807220683348,11457.087110345426,2229.0,222565650.0,13998.0,NR2002
2019-10-25,11457.087110345426,11514.429888675484,11388.27577634936,11451.35283251242,2173.0,216865400.0,14161.0,NR2002
2019-10-28,11434.149999013405,11566.038389172536,11296.527331021267,11376.807220683348,3437.0,342325200.0,14033.0,NR2002
2019-10-29,11313.730164520284,11439.884276846411,11313.730164520284,11405.478609848376,1401.0,138979200.0,13874.0,NR2002
2019-10-30,11342.401553685313,11566.038389172536,11342.401553685313,11566.038389172536,3421.0,342955250.0,14344.0,NR2002
2019-10-31,11537.367000007507,11657.786834500628,11497.227055176467,11554.569833506524,4931.0,496551700.0,14777.0,NR2002
2019-11-01,11480.02422167745,11560.30411133953,11388.27577634936,11514.429888675484,2861.0,285956950.0,14668.0,NR2002
2019-11-04,11514.429888675484,11537.367000007507,11422.681443347394,11457.087110345426,1653.0,165465300.0,14654.0,NR2002
2019-11-05,11451.35283251242,11732.332446329701,11451.35283251242,11726.598168496696,5514.0,558292500.0,15223.0,NR2002
2019-11-06,11732.332446329701,11766.738113327736,11611.912611836582,11657.786834500628,2602.0,264623400.0,14949.0,NR2002
2019-11-07,11646.318278834617,11743.801001995713,11537.367000007507,11617.646889669588,4195.0,426421750.0,15061.0,NR2002
2019-11-08,11577.506944838547,11720.86389066369,11520.16416650849,11657.786834500628,5748.0,582559800.0,15233.0,NR2002
2019-11-11,11525.898444341496,11738.066724162707,11525.898444341496,11606.178334003576,3479.0,353292450.0,15192.0,NR2002
2019-11-12,11611.912611836582,11841.28372515681,11525.898444341496,11824.080891657793,5284.0,538439600.0,15544.0,NR2002
2019-11-13,11806.878058158776,11841.28372515681,11674.989667999645,11726.598168496696,4438.0,455338800.0,15105.0,NR2002
2019-11-14,11726.598168496696,11910.09505915288,11674.989667999645,11881.423669987851,3295.0,339879250.0,15238.0,NR2002
2019-11-15,11864.393440169424,11904.130643079081,11484.051640891266,11489.728384164075,4611.0,477007950.0,16672.0,NR2003
2019-11-18,11467.021411072841,11830.332980532574,11467.021411072841,11790.595777622915,4665.0,481194750.0,17298.0,NR2003
2019-11-19,11841.686467078192,11841.686467078192,11688.414398712366,11762.212061258873,6007.0,622024850.0,16721.0,NR2003
2019-11-20,11699.767885257981,12318.532901994093,11699.767885257981,12239.058496174774,11363.0,1209023200.0,17917.0,NR2003
2019-11-21,12204.998036537925,12312.856158721283,12114.170144172991,12244.735239447582,13098.0,1409999700.0,19338.0,NR2003
2019-11-22,12244.735239447582,12608.046808907315,12227.705009629159,12312.856158721283,17387.0,1896052350.0,18914.0,NR2003
2019-11-25,12318.532901994093,13215.458339097808,11535.14233034654,12454.774740541492,17276.0,1896041000.0,18525.0,NR2003
2019-11-26,12488.83520017834,12528.572403088,12136.877117264225,12290.149185630049,14458.0,1575199100.0,21933.0,NR2003
2019-11-27,12261.765469266007,12426.391024177448,12187.9678067195,12250.411982720392,13181.0,1428820400.0,22851.0,NR2003
2019-11-28,12159.584090355458,12318.532901994093,12159.584090355458,12244.735239447582,8911.0,961942450.0,23399.0,NR2003
2019-11-29,12244.735239447582,12250.411982720392,12063.079454717716,12091.46317108176,8734.0,934538000.0,23996.0,NR2003
2019-12-02,11994.958535444015,12290.149185630049,11994.958535444015,12136.877117264225,7566.0,810318600.0,24376.0,NR2003
2019-12-03,12142.553860537033,12335.563131812516,12034.695738353674,12273.118955811626,7874.0,845667600.0,24970.0,NR2003
2019-12-04,12261.765469266007,12398.007307813408,12142.553860537033,12380.977077994981,7725.0,834300000.0,25305.0,NR2003
2019-12-05,12369.623591449366,12812.409566728416,12318.532901994093,12698.874701272249,16657.0,1839765650.0,26170.0,NR2003
2019-12-06,12625.077038725742,12880.530486002115,12625.077038725742,12857.823512910882,14597.0,1642892350.0,27618.0,NR2003
2019-12-09,12891.883972547734,13016.772324549518,12659.137498362592,12749.965390727526,12417.0,1403741850.0,26546.0,NR2003
2019-12-10,12676.167728181015,12931.621175457392,12676.167728181015,12766.99562054595,12006.0,1354877100.0,26567.0,NR2003
2019-12-11,12812.409566728416,12852.146769638075,12562.63286272485,12846.470026365267,9433.0,1059325900.0,26564.0,NR2003
2019-12-12,12846.470026365267,12886.207229274925,12710.228187817867,12818.086310001225,8545.0,963021500.0,26406.0,NR2003
2019-12-13,12784.025850364374,12999.742094731093,12545.602632906426,12591.016579088891,17685.0,1995752250.0,25585.0,NR2003
2019-12-16,12613.723552180125,12664.8142416354,12454.774740541492,12500.18868672396,13482.0,1489086900.0,25187.0,NR2003
2019-12-17,12511.542173269574,12727.258417636293,12488.83520017834,12676.167728181015,8655.0,962868750.0,25301.0,NR2003
2019-12-18,12732.935160909099,12732.935160909099,12443.421253995873,12454.774740541492,6820.0,756338000.0,25273.0,NR2003
2019-12-19,12483.158456905534,12511.542173269574,12102.816657627374,12216.35152308354,11137.0,1203909700.0,24654.0,NR2003
2019-12-20,12148.230603809841,12363.946848176558,12148.230603809841,12278.795699084432,7092.0,766290600.0,24367.0,NR2003
2019-12-23,12278.795699084432,12324.2096452669,12102.816657627374,12153.907347082648,10061.0,1081557500.0,23011.0,NR2003
2019-12-24,12125.523630718608,12284.47244235724,12114.170144172991,12239.058496174774,4783.0,514172500.0,22597.0,NR2003
2019-12-25,12284.47244235724,12324.2096452669,12199.321293265115,12233.381752901967,7428.0,800738400.0,22795.0,NR2003
2019-12-26,12239.058496174774,12239.058496174774,12011.98876526244,12193.644549992307,9135.0,979728750.0,20634.0,NR2003
2019-12-27,12233.381752901967,12295.82592890286,12176.614320173881,12239.058496174774,6689.0,720405300.0,18896.0,NR2003
2019-12-30,12199.321293265115,12460.4514838143,12170.937576901075,12273.118955811626,7736.0,838582400.0,18118.0,NR2003
2019-12-31,12239.058496174774,12358.270104903748,12199.321293265115,12250.411982720392,3323.0,359382450.0,17796.0,NR2003
2020-01-02,12239.058496174774,12409.360794359025,11983.6050488984,12034.695738353674,5081.0,545699400.0,17693.0,NR2003
2020-01-03,12080.10968453614,12170.937576901075,12011.98876526244,12034.695738353674,3643.0,387433050.0,17086.0,NR2003
2020-01-06,11989.281792171207,12420.714280904642,11989.281792171207,12307.179415448474,5959.0,642976100.0,15880.0,NR2003
2020-01-07,12301.575053237433,12374.431761980979,12195.092171227632,12346.40995092577,9886.0,1082517000.0,18065.0,NR2004
2020-01-08,12368.827399769936,12447.288470724528,12239.92706891597,12419.266659669316,11188.0,1234036400.0,18271.0,NR2004
2020-01-09,12396.849210825148,12436.079746302443,12133.44418690617,12161.465997961379,11420.0,1252203000.0,18004.0,NR2004
2020-01-10,12161.465997961379,12295.97069102639,12155.861635750336,12256.740155549094,6053.0,659474350.0,18526.0,NR2004
2020-01-13,12262.344517760137,12542.562628312244,12228.718344493886,12508.93645504599,11816.0,1312166800.0,19263.0,NR2004
2020-01-14,12548.166990523287,12564.980077156413,12245.531431127012,12380.036124192022,12659.0,1403883100.0,19729.0,NR2004
2020-01-15,12380.036124192022,12475.310281779737,12223.113982282843,12385.640486403063,13306.0,1464990600.0,19684.0,NR2004
2020-01-16,12424.871021880359,12424.871021880359,12228.718344493886,12340.805588714727,10128.0,1114080000.0,19150.0,NR2004
2020-01-17,12346.40995092577,12548.166990523287,12217.509620071802,12307.179415448474,15098.0,1669838800.0,19555.0,NR2004
2020-01-20,12295.97069102639,12374.431761980979,12099.818013639917,12122.235462484085,12602.0,1370467500.0,19348.0,NR2004
2020-01-21,12054.983115951578,12189.48780901659,11769.160643188432,11836.412989720939,14979.0,1600506150.0,18146.0,NR2004
2020-01-22,11836.412989720939,11914.874060675527,11270.372406405684,11612.238501279253,17834.0,1846710700.0,16307.0,NR2004
2020-01-23,11629.05158791238,11713.117021078011,11332.020390727146,11332.020390727146,9769.0,1004253200.0,16200.0,NR2004
2020-02-03,10491.366059070831,10967.73684700941,10480.157334648748,10480.157334648748,1906.0,178782800.0,15911.0,NR2004
2020-02-04,9303.241270329903,10435.322436960409,9303.241270329903,10407.300625905198,9747.0,883078200.0,15899.0,NR2004
2020-02-05,10390.487539272073,10715.540547512515,10390.487539272073,10586.640216658547,11900.0,1125740000.0,17426.0,NR2004
2020-02-06,10704.33182309043,10816.419067311272,10586.640216658547,10794.001618467106,9008.0,858462400.0,18931.0,NR2004
2020-02-07,10721.144909723556,10833.232153944398,10648.28820098001,10693.123098668348,7676.0,733441800.0,19457.0,NR2004
2020-02-10,10704.33182309043,10765.979807411893,10597.848941080632,10693.123098668348,8708.0,832484800.0,19482.0,NR2004
2020-02-11,10737.957996356683,10855.649602788568,10709.936185301473,10805.21034288919,11152.0,1073380000.0,19514.0,NR2004
2020-02-12,10861.25396499961,10872.462689421694,10670.705649824178,10827.627791733357,9505.0,912955250.0,19602.0,NR2004
2020-02-13,10816.419067311272,10883.671413843778,10737.957996356683,10782.79289404502,7693.0,742374500.0,19776.0,NR2004
2020-02-14,10827.627791733357,10827.627791733357,10687.518736457305,10810.814705100232,7692.0,738047400.0,19234.0,NR2004
2020-02-17,10894.880138265864,11068.615366808168,10799.605980678147,11046.197917963998,6483.0,631120050.0,18883.0,NR2004
2020-02-18,11006.967382486706,11079.824091230252,10900.484500476905,10962.132484798369,6648.0,650174400.0,18430.0,NR2004
2020-02-19,10928.506311532115,10984.549933642536,10883.671413843778,10917.29758711003,3828.0,373612800.0,18172.0,NR2004
2020-02-20,10984.549933642536,11018.176106908788,10816.419067311272,10990.15429585358,5940.0,579447000.0,17714.0,NR2004
2020-02-21,10990.15429585358,11119.054626707546,10962.132484798369,11051.802280175041,6757.0,666578050.0,17053.0,NR2004
2020-02-24,11029.384831330874,11029.384831330874,10642.683838768968,10737.957996356683,10633.0,1021299650.0,15184.0,NR2004
2020-02-25,10642.683838768968,10956.528122587326,10541.80531897021,10889.275776054821,7275.0,698763750.0,14048.0,NR2004
2020-02-26,10816.419067311272,10844.440878366484,10665.101287613137,10687.518736457305,5630.0,541887500.0,11857.0,NR2004
2020-02-27,10687.518736457305,10760.375445200852,10597.848941080632,10625.870752135841,3274.0,312012200.0,10171.0,NR2004
2020-02-28,10376.176661354582,10470.50554009417,9965.568600958733,9982.214873677483,13114.0,1203209500.0,15577.0,NR2005
2020-03-02,9654.838176875388,10481.603055240004,9654.838176875388,10403.920449219167,9070.0,841696000.0,16897.0,NR2005
2020-03-03,10742.394661167096,10903.308630781687,10320.689085625414,10398.371691646249,7260.0,684981000.0,17407.0,NR2005
2020-03-04,10220.81144931291,10464.956782521253,10209.713934167075,10409.469206792084,4916.0,459154400.0,17844.0,NR2005
2020-03-05,10437.21299465667,10498.249327958754,10398.371691646249,10420.566721937917,5904.0,555861600.0,18297.0,NR2005
2020-03-06,10381.7254189275,10381.7254189275,10187.518903875407,10215.262691739992,5134.0,474124900.0,18846.0,NR2005
2020-03-09,9821.300904062893,9826.849661635812,9527.2167526983,9599.350601146218,11248.0,975764000.0,20169.0,NR2005
2020-03-10,9821.300904062893,10087.641267562904,9743.618298042058,9987.7636312504,7744.0,690377600.0,20038.0,NR2005
2020-03-11,9915.629782802482,10115.385055427489,9815.752146489978,9860.142207073312,3977.0,356140350.0,19958.0,NR2005
2020-03-12,9943.373570667067,9960.019843385815,9599.350601146218,9799.105873771226,7473.0,654261150.0,20454.0,NR2005
2020-03-13,9654.838176875388,9971.11735853165,9460.631661823296,9932.276055521232,9829.0,857088800.0,21515.0,NR2005
2020-03-16,9765.813328333725,9893.434752510813,9604.899358719136,9632.643146583718,6509.0,570188400.0,20638.0,NR2005
2020-03-17,9549.411782989966,9749.167055614973,9471.72917696913,9593.801843573301,7372.0,635835000.0,20511.0,NR2005
2020-03-18,9710.325752604556,9793.55711619831,9216.486328614952,9299.717692208706,7688.0,660783600.0,20441.0,NR2005
2020-03-19,9271.97390434412,9333.010237646207,8772.585722781601,9000.084783271193,12606.0,1016043600.0,19607.0,NR2005
2020-03-20,9099.962419583699,9310.81520735454,8966.792237833693,9133.254965021199,7136.0,585865600.0,18744.0,NR2005
2020-03-23,8850.268328802438,8861.365843948272,8611.671753167013,8656.061813750348,6250.0,493125000.0,18211.0,NR2005
2020-03-24,8872.463359094105,8933.499692396192,8600.574238021178,8822.524540937853,7476.0,592099200.0,16383.0,NR2005
2020-03-25,8939.048449969108,9011.182298417027,8789.231995500353,8944.597207542025,5911.0,472880000.0,13629.0,NR2005
2020-03-26,8722.64690462535,9050.023601427447,8683.805601614931,8850.268328802438,6735.0,541830750.0,15736.0,NR2005
2020-03-27,8878.012116667021,8988.98726812536,8711.549389479516,8733.744419771183,3843.0,306863550.0,15841.0,NR2005
2020-03-30,8595.025480448261,8606.122995594096,8384.172692677419,8467.404056271173,4366.0,333125800.0,15968.0,NR2005
2020-03-31,8484.050328989924,8706.000631906598,8484.050328989924,8617.22051073993,7562.0,587567400.0,13182.0,NR2005
2020-04-01,8561.73293501076,8672.708086469098,8151.1248746149095,8456.30654112534,5928.0,452899200.0,11963.0,NR2005
2020-04-02,8423.013995687837,8595.025480448261,8212.161207916995,8550.635419864926,5284.0,399998800.0,11287.0,NR2005
2020-04-03,8667.159328896181,8700.451874333681,8389.721450250336,8506.245359281591,4512.0,344942400.0,10881.0,NR2005
2020-04-07,8800.329510646186,8800.329510646186,8595.025480448261,8661.610571323265,3535.0,276613750.0,10736.0,NR2005
2020-04-08,8656.061813750348,9210.937571042035,8528.44038957326,9099.962419583699,8132.0,653812800.0,10950.0,NR2005
2020-04-09,9000.084783271193,9183.193783177452,8966.792237833693,9105.511177156615,5825.0,475611250.0,10444.0,NR2005
2020-04-10,8878.012116667021,9188.742540750369,8850.268328802438,9172.096268031619,4120.0,336604000.0,9730.0,NR2005
2020-04-13,9281.287890270089,9281.287890270089,8795.38517130889,8866.359725763896,3099.0,256907100.0,11397.0,NR2006
2020-04-14,8899.117212435438,9090.202551352762,8899.117212435438,9046.525902457373,3783.0,311908350.0,12022.0,NR2006
2020-04-15,9041.06632134545,9095.662132464686,8937.334280218902,8975.551348002367,3417.0,281560800.0,12330.0,NR2006
2020-04-16,8986.470510226214,9035.606740233527,8757.168103525424,8800.844752420813,3124.0,254762200.0,12299.0,NR2006
2020-04-17,8948.25344244275,9046.525902457373,8877.278887987743,9002.849253561986,4892.0,401144000.0,11717.0,NR2006
2020-04-20,8942.793861330825,9232.151660262776,8866.359725763896,9150.257943583922,4560.0,378708000.0,11895.0,NR2006
2020-04-21,9068.364226905067,9122.960038024305,8626.138156839259,8784.466009085041,4890.0,397068000.0,11582.0,NR2006
2020-04-22,8571.542345720023,8713.491454630035,8506.027372376939,8680.733967958493,5130.0,404757000.0,11388.0,NR2006
2020-04-23,8740.789360189654,8975.551348002367,8735.329779077729,8904.576793547361,6670.0,540937000.0,9568.0,NR2006
2020-04-24,9073.823808016992,9073.823808016992,8849.980982428126,8910.036374659285,4739.0,387650200.0,6847.0,NR2006
2020-04-27,8691.653130182342,9035.606740233527,8647.976481286953,8844.521401316202,6784.0,553574400.0,9408.0,NR2006
2020-04-28,8811.76391464466,8860.900144651972,8647.976481286953,8768.087265749271,3952.0,317938400.0,9844.0,NR2006
2020-04-29,8839.061820204277,8888.19805021159,8680.733967958493,8729.870197965805,2232.0,179229600.0,10119.0,NR2006
2020-04-30,8768.087265749271,8888.19805021159,8768.087265749271,8789.925590196965,5116.0,413628600.0,8642.0,NR2006
2020-05-06,8915.495955771208,9112.040875800458,8784.466009085041,9084.742970240839,4457.0,363245500.0,9383.0,NR2006
2020-05-07,9062.904645793145,9335.883701389324,8991.930091338138,9215.772916927004,7136.0,600494400.0,9685.0,NR2006
2020-05-08,9237.6112413747,9335.883701389324,9051.985483569299,9122.960038024305,3875.0,325887500.0,9502.0,NR2006
2020-05-11,8901.50274876498,9344.417327283627,8858.291570372918,9198.579600210414,5540.0,472285000.0,12507.0,NR2007
2020-05-12,9117.558640725296,9257.994970499502,8939.312529858036,9009.530694745139,4757.0,400301550.0,12415.0,NR2007
2020-05-13,9106.75584612728,9106.75584612728,8858.291570372918,9058.143270436209,4187.0,348777100.0,12766.0,NR2007
2020-05-14,9128.361435323312,9128.361435323312,8847.488775774902,8906.90414606399,3489.0,288540300.0,13199.0,NR2007
2020-05-15,8917.706940662005,9139.164229921327,8879.897159568949,9068.946065034224,3430.0,286405000.0,13413.0,NR2007
2020-05-18,9074.347462333233,9149.967024519343,8950.115324456052,9004.12929744613,3831.0,321229350.0,13871.0,NR2007
2020-05-19,9052.741873137202,9317.410340788587,9036.537681240177,9117.558640725296,6502.0,551369600.0,13821.0,NR2007
2020-05-20,9128.361435323312,9285.00195699454,9106.75584612728,9268.797765097517,5095.0,433329750.0,14384.0,NR2007
2020-05-21,9225.586586705453,9398.431300273707,9149.967024519343,9203.980997509423,4884.0,418558800.0,14472.0,NR2007
2020-05-22,9203.980997509423,9247.192175901486,8944.713927157043,8955.516721755059,9079.0,763543900.0,10620.0,NR2007
2020-05-25,8966.319516353076,9095.953051529264,8966.319516353076,9047.340475838195,3856.0,321204800.0,9099.0,NR2007
2020-05-26,9031.13628394117,9155.368421818352,8987.925105549108,9106.75584612728,4175.0,350073750.0,7497.0,NR2007
2020-05-27,9106.75584612728,9171.572613715374,9009.530694745139,9079.748859632242,2412.0,202728600.0,7254.0,NR2007
2020-05-28,9155.368421818352,9166.171216416367,8960.918119054068,9133.76283262232,3974.0,334412100.0,6629.0,NR2007
2020-05-29,9176.974011014383,9182.37540831339,9004.12929744613,9009.530694745139,3426.0,288640500.0,5848.0,NR2007
2020-06-01,9083.509245904335,9331.865810510213,8993.678148068168,9289.592352704958,6613.0,574669700.0,10814.0,NR2009
2020-06-02,9210.329619320102,9416.412726120727,9210.329619320102,9263.171441576673,4377.0,384957150.0,11483.0,NR2009
2020-06-03,9210.329619320102,9384.707632766784,9210.329619320102,9337.149992735871,3045.0,268873500.0,12467.0,NR2009
2020-06-04,9326.581628284557,9347.718357187185,9152.203614837876,9215.61380154576,4251.0,373025250.0,13427.0,NR2009
2020-06-05,9189.192890417475,9638.348379598317,9189.192890417475,9622.495832921346,7191.0,646470900.0,15001.0,NR2009
2020-06-08,9622.495832921346,9675.337655177917,9490.391277279925,9543.233099536492,5008.0,453224000.0,15453.0,NR2009
2020-06-09,9596.074921793062,9617.21165069569,9469.254548377294,9596.074921793062,5245.0,474410250.0,15627.0,NR2009
2020-06-10,9516.812188408208,9585.506557341749,9474.538730602953,9495.67545950558,3601.0,324450100.0,15928.0,NR2009
2020-06-11,9553.801463987807,9633.064197372662,9374.13926831547,9448.117819474666,4933.0,443723350.0,16302.0,NR2009
2020-06-12,9405.844361669411,9411.128543895067,9141.635250386562,9316.013263833243,4866.0,427721400.0,16709.0,NR2009
2020-06-15,9305.444899381928,9368.855086089812,9115.214339258278,9131.066885935248,5292.0,463050000.0,17451.0,NR2009
2020-06-16,9183.908708191819,9300.160717156272,9141.635250386562,9263.171441576673,3194.0,278995900.0,17770.0,NR2009
2020-06-17,9342.434174961527,9342.434174961527,9131.066885935248,9205.045437094446,3606.0,314262900.0,17970.0,NR2009
2020-06-18,9194.477072643132,9247.318894899701,9162.771979289191,9231.466348222732,3089.0,268897450.0,18116.0,NR2009
2020-06-19,9273.739806027987,9384.707632766784,9189.192890417475,9384.707632766784,4157.0,364984600.0,18385.0,NR2009
2020-06-22,9384.707632766784,9458.686183925982,9220.897983771418,9257.887259351015,4302.0,378791100.0,18356.0,NR2009
2020-06-23,9268.45562380233,9347.718357187185,9220.897983771418,9337.149992735871,3953.0,347864000.0,18131.0,NR2009
2020-06-24,9353.00253941284,9353.00253941284,9236.750530448388,9236.750530448388,5418.0,476242200.0,15407.0,NR2009
2020-06-29,9162.771979289191,9183.908708191819,8924.983779134627,8956.688872488568,5114.0,436479900.0,16526.0,NR2009
2020-06-30,9004.246512519481,9136.351068160906,8983.109783616854,9083.509245904335,3930.0,337587000.0,16729.0,NR2009
2020-07-01,9041.23578809908,9141.635250386562,9041.23578809908,9109.93015703262,4337.0,373632550.0,17606.0,NR2009
2020-07-02,9035.951605873423,9268.45562380233,9035.951605873423,9210.329619320102,5757.0,499995450.0,19433.0,NR2009
2020-07-03,9199.761254868788,9363.570903864156,9199.761254868788,9363.570903864156,4812.0,422012400.0,20068.0,NR2009
2020-07-06,9305.444899381928,9490.391277279925,9257.887259351015,9474.538730602953,7076.0,626933600.0,20429.0,NR2009
2020-07-07,9463.970366151638,9590.790739567406,9358.286721638498,9389.99181499244,7913.0,707422200.0,20487.0,NR2009
2020-07-08,9384.707632766784,9511.528006182552,9368.855086089812,9416.412726120727,7088.0,632958400.0,20637.0,NR2009
2020-07-09,9416.412726120727,9564.36982843912,9331.865810510213,9342.434174961527,6998.0,626321000.0,21244.0,NR2009
2020-07-10,9421.696908346383,9437.549455023354,9125.782703709592,9168.056161514847,6415.0,561633250.0,21150.0,NR2009
2020-07-13,9194.477072643132,9374.13926831547,9178.624525966161,9305.444899381928,5116.0,449184800.0,21104.0,NR2009
2020-07-14,9263.171441576673,9379.423450541126,9189.192890417475,9273.739806027987,4779.0,419357250.0,20989.0,NR2009
2020-07-15,9226.182165997074,9389.99181499244,9215.61380154576,9284.3081704793,3965.0,349118250.0,21132.0,NR2009
2020-07-16,9326.581628284557,9432.265272797695,9062.372517001708,9094.077610355649,8431.0,736447850.0,21325.0,NR2009
2020-07-17,9072.940881453022,9194.477072643132,9072.940881453022,9109.93015703262,6118.0,529512900.0,21264.0,NR2009
2020-07-20,9141.635250386562,9168.056161514847,9004.246512519481,9051.804152550394,6109.0,524457650.0,20551.0,NR2009
2020-07-21,9125.782703709592,9226.182165997074,9062.372517001708,9199.761254868788,4741.0,409622400.0,19736.0,NR2009
2020-07-22,9242.034712674045,9273.739806027987,9109.93015703262,9146.91943261222,8198.0,714045800.0,18560.0,NR2009
2020-07-23,9120.498521483934,9131.066885935248,8993.678148068168,9035.951605873423,6156.0,526645800.0,17613.0,NR2009
2020-07-24,9109.93015703262,9194.477072643132,8972.54141916554,9025.383241422109,12120.0,1042926000.0,12225.0,NR2009
2020-07-27,9035.951605873423,9215.61380154576,9020.099059196453,9194.477072643132,3660.0,316590000.0,11176.0,NR2009
2020-07-28,9183.908708191819,9268.45562380233,9104.645974806965,9226.182165997074,5363.0,466044700.0,8000.0,NR2009
