time,future,open,high,low,close,vol,amt,bid1,bidvol1,ask1,askvol1,oi,code
2019-09-27,EB.DCE,8627.236448377624,8678.870781235744,8499.2263315002,8541.179226947423,19957.0,795984945.0,7931,6,7940,1,7537.0,EB2005
2019-09-30,EB.DCE,8503.52919257171,8604.646427752197,8503.52919257171,8579.904976591013,6869.0,273248820.0,7971,3,7978,1,6732.0,EB2005
2019-10-08,EB.DCE,8551.936379626199,8603.57071248432,8519.664921589872,8571.299254447993,2735.0,108880350.0,7963,4,7968,1,7104.0,EB2005
2019-10-09,EB.DCE,8574.526400251627,8625.08501784187,8541.179226947423,8554.087810161953,6449.0,257121630.0,7951,5,7952,2,7991.0,EB2005
2019-10-10,EB.DCE,8551.936379626199,8571.299254447993,8428.229123820285,8436.834845963305,22385.0,881073600.0,7842,1,7843,22,10555.0,EB2005
2019-10-11,EB.DCE,8425.001978016653,8476.636310874774,8384.124797837307,8418.547686409387,14821.0,580538570.0,7825,9,7826,33,11258.0,EB2005
2019-10-14,EB.DCE,8420.699116945143,8444.364852838447,8343.247617657962,8358.307631408246,14861.0,579281780.0,7769,8,7770,15,14783.0,EB2005
2019-10-15,EB.DCE,8347.550478729472,8347.550478729472,8166.83031372605,8228.146083995069,31746.0,1216982910.0,7648,9,7649,3,20841.0,EB2005
2019-10-16,EB.DCE,8256.114680959883,8257.190396227761,8057.107356402545,8095.833106046134,36496.0,1383015920.0,7525,1,7526,1,24677.0,EB2005
2019-10-17,EB.DCE,8078.621661760095,8087.227383903114,7987.185863990506,8044.1987731880145,38909.0,1451889335.0,7478,1,7479,1,28069.0,EB2005
2019-10-18,EB.DCE,8057.107356402545,8147.467438904255,8032.365905241361,8117.347411403684,41809.0,1573690760.0,7546,10,7547,17,26395.0,EB2005
2019-10-21,EB.DCE,8132.40742515397,8159.300306850908,8031.290189973484,8061.410217474055,25829.0,971816125.0,7493,1,7494,1,25217.0,EB2005
2019-10-22,EB.DCE,8071.091654884952,8077.545946492217,7969.974419704466,8034.517335777116,22627.0,844779045.0,7468,2,7469,2,26976.0,EB2005
2019-10-23,EB.DCE,8070.015939617075,8084.000238099482,8005.473023544424,8010.851599883811,17925.0,669498750.0,7447,98,7448,28,28872.0,EB2005
2019-10-24,EB.DCE,7992.564440329894,8115.195980867929,7960.2929822935685,8077.545946492217,34443.0,1291956930.0,7509,1,7511,3,29101.0,EB2005
2019-10-25,EB.DCE,8089.378814438869,8100.135967117644,8019.457322026831,8020.533037294709,15032.0,563173880.0,7455,14,7456,7,28690.0,EB2005
2019-10-28,EB.DCE,8014.078745687444,8070.015939617075,7972.125850240221,7992.564440329894,21911.0,817061190.0,7429,9,7430,9,31211.0,EB2005
2019-10-29,EB.DCE,7992.564440329894,8020.533037294709,7928.021524257243,7942.005822739651,24403.0,904253165.0,7383,24,7384,3,34259.0,EB2005
2019-10-30,EB.DCE,7928.021524257243,7959.2172670256905,7879.614337202755,7891.447205149408,39191.0,1441640935.0,7334,8,7336,30,42733.0,EB2005
2019-10-31,EB.DCE,7874.235760863367,7910.810079971203,7869.932899791857,7879.614337202755,23373.0,856737315.0,7325,55,7327,18,45431.0,EB2005
2019-11-01,EB.DCE,7869.932899791857,7906.507218899693,7792.481400504677,7796.784261576187,45316.0,1652447940.0,7247,1,7248,14,50404.0,EB2005
2019-11-04,EB.DCE,7800.0114073798195,7875.311476131245,7798.935692111942,7865.630038720347,31344.0,1140921600.0,7312,39,7316,1,52330.0,EB2005
2019-11-05,EB.DCE,7866.705753988225,7930.172954792998,7858.100031845205,7886.0686288100205,36829.0,1350887720.0,7327,4,7331,21,49901.0,EB2005
2019-11-06,EB.DCE,7912.961510506958,7919.415802114223,7878.5386219348775,7884.992913542143,20157.0,739560330.0,7330,7,7332,6,51990.0,EB2005
2019-11-07,EB.DCE,7881.7657677385105,7891.447205149408,7775.269956218637,7807.541414254963,34694.0,1262688130.0,7256,6,7259,55,57589.0,EB2005
2019-11-08,EB.DCE,7845.191448630675,7846.267163898552,7605.30694389399,7623.594103447908,72468.0,2597615460.0,7086,11,7087,96,70810.0,EB2005
2019-11-11,EB.DCE,7624.669818715785,7634.351256126683,7479.448257552322,7490.205410231097,79671.0,2797248810.0,6963,1,6964,11,73480.0,EB2005
2019-11-12,EB.DCE,7484.82683389171,7510.64400032077,7427.813924694201,7477.296827016567,70022.0,2429413290.0,6949,27,6951,475,76953.0,EB2005
2019-11-13,EB.DCE,7476.2211117486895,7603.155513358235,7466.539674337791,7491.281125498975,108179.0,3787346790.0,6964,203,6965,175,74240.0,EB2005
2019-11-14,EB.DCE,7504.189708713505,7510.64400032077,7392.3153208542435,7465.463959069914,75767.0,2621538200.0,6939,2,6940,7,75501.0,EB2005
2019-11-15,EB.DCE,7465.463959069914,7521.401152999545,7449.328230051751,7475.1453964808115,63737.0,2216772860.0,6946,4,6948,1,73066.0,EB2005
2019-11-18,EB.DCE,7476.2211117486895,7550.445465232237,7460.085382730526,7534.309736214074,62110.0,2167639000.0,7003,20,7005,60,71899.0,EB2005
2019-11-19,EB.DCE,7526.779729338932,7551.5211805001145,7434.268216301466,7480.5239728202,60997.0,2122695600.0,6953,50,6954,2,73397.0,EB2005
2019-11-20,EB.DCE,7472.9939659450565,7476.2211117486895,7409.526765140284,7454.706806391139,57893.0,2003676730.0,6930,9,6932,11,78426.0,EB2005
2019-11-21,EB.DCE,7456.858236926894,7521.401152999545,7435.343931569344,7502.03827817775,60115.0,2091100275.0,6976,25,6977,2,83937.0,EB2005
2019-11-22,EB.DCE,7504.189708713505,7579.48977746493,7489.12969496322,7514.94686139228,70501.0,2467535000.0,6986,21,6987,5,86825.0,EB2005
2019-11-25,EB.DCE,7514.94686139228,7623.594103447908,7514.94686139228,7622.51838818003,68432.0,2405726960.0,7083,1,7087,15,88425.0,EB2005
2019-11-26,EB.DCE,7621.442672912153,7697.818456931456,7568.732624786155,7691.364165324191,98041.0,3480945705.0,7149,17,7150,112,88873.0,EB2005
2019-11-27,EB.DCE,7694.591311127823,7782.799963093779,7665.546998895131,7681.682727913293,136583.0,4903329700.0,7140,1,7141,6,94493.0,EB2005
2019-11-28,EB.DCE,7702.121318002966,7738.695637110802,7644.032693537581,7693.515595859946,80932.0,2894532980.0,7152,6,7154,74,94955.0,EB2005
2019-11-29,EB.DCE,7706.424179074476,7706.424179074476,7605.30694389399,7664.471283627254,67557.0,2403678060.0,7124,14,7125,71,94743.0,EB2005
2019-12-02,EB.DCE,7652.638415680601,7684.909873716926,7540.764027821339,7590.246930143705,76895.0,2717853775.0,7056,127,7057,3,96642.0,EB2005
2019-12-03,EB.DCE,7589.171214875828,7735.468491307169,7587.019784340073,7709.651324878108,95783.0,3412269375.0,7167,48,7168,96,91618.0,EB2005
2019-12-04,EB.DCE,7712.878470681741,7813.995705862227,7697.818456931456,7719.3327622890065,108851.0,3920813020.0,7176,36,7178,14,92594.0,EB2005
2019-12-05,EB.DCE,7745.149928718067,7878.5386219348775,7745.149928718067,7854.872886041572,110273.0,4006218090.0,7302,38,7303,19,90325.0,EB2005
2019-12-06,EB.DCE,7884.992913542143,7898.977212024551,7832.282865416145,7881.7657677385105,64156.0,2346505700.0,7328,1,7329,23,90307.0,EB2005
2019-12-09,EB.DCE,7880.6900524706325,8061.410217474055,7818.298566933737,7826.904289076757,150994.0,5576963390.0,7277,3,7278,34,76707.0,EB2005
2019-12-10,EB.DCE,7820.449997469492,7939.854392203896,7816.147136397982,7934.475815864508,125292.0,4586940120.0,7376,3,7377,14,75723.0,EB2005
2019-12-11,EB.DCE,7955.990121222058,8006.548738812301,7794.632831040432,7818.298566933737,150463.0,5526505990.0,7266,56,7268,1,80099.0,EB2005
2019-12-12,EB.DCE,7820.449997469492,7886.0686288100205,7766.664234075617,7880.6900524706325,94930.0,3454977350.0,7326,1,7328,5,82904.0,EB2005
2019-12-13,EB.DCE,7888.220059345776,7947.384399079038,7810.768560058595,7877.462906667,108602.0,3978634270.0,7322,2,7323,12,81063.0,EB2005
2019-12-16,EB.DCE,7884.992913542143,7942.005822739651,7854.872886041572,7902.204357828183,92212.0,3386024640.0,7345,29,7346,148,79329.0,EB2005
2019-12-17,EB.DCE,7884.992913542143,8010.851599883811,7884.992913542143,7992.564440329894,85903.0,3177122455.0,7430,18,7433,1,79305.0,EB2005
2019-12-18,EB.DCE,8014.078745687444,8046.3502037237695,7898.977212024551,7921.567232649978,82428.0,3055605960.0,7363,8,7364,5,75418.0,EB2005
2019-12-19,EB.DCE,7934.475815864508,8005.473023544424,7900.052927292428,7996.867301401404,70712.0,2614222640.0,7434,5,7442,33,79264.0,EB2005
2019-12-20,EB.DCE,7992.564440329894,8031.290189973484,7953.838690686303,7964.5958433650785,69838.0,2592735750.0,7404,75,7405,1,78939.0,EB2005
2019-12-23,EB.DCE,7981.807287651119,7986.110148722629,7868.85718452398,7906.507218899693,84927.0,3130833855.0,7348,1,7350,21,79716.0,EB2005
2019-12-24,EB.DCE,7912.961510506958,7938.778676936018,7877.462906667,7916.188656310591,51566.0,1895050500.0,7358,16,7359,105,79079.0,EB2005
2019-12-25,EB.DCE,7928.021524257243,7951.687260150548,7902.204357828183,7907.582934167571,45637.0,1681495265.0,7351,13,7352,6,78574.0,EB2005
2019-12-26,EB.DCE,7904.355788363938,7933.400100596631,7874.235760863367,7923.718663185733,39018.0,1433716410.0,7363,14,7365,5,79828.0,EB2005
2019-12-27,EB.DCE,7924.794378453611,7980.731572383241,7908.658649435448,7968.898704436589,66642.0,2460755850.0,7406,5,7408,1,77457.0,EB2005
2019-12-30,EB.DCE,7968.898704436589,7988.261579258384,7931.248670060876,7933.400100596631,62676.0,2319952140.0,7377,1,7378,26,74565.0,EB2005
2019-12-31,EB.DCE,7940.930107471773,7957.0658364899355,7784.951393629534,7826.904289076757,105398.0,3849134960.0,7276,35,7278,19,80802.0,EB2005
2020-01-02,EB.DCE,7839.812872291287,7891.447205149408,7810.768560058595,7843.04001809492,38527.0,1405272325.0,7291,2,7292,105,81424.0,EB2005
2020-01-03,EB.DCE,7846.267163898552,7901.128642560306,7821.52571273737,7875.311476131245,49829.0,1820253370.0,7320,93,7321,12,79582.0,EB2005
2020-01-06,EB.DCE,7884.992913542143,7971.050134972344,7869.932899791857,7946.30868381116,59768.0,2201554280.0,7386,74,7387,27,75131.0,EB2005
2020-01-07,EB.DCE,7949.535829614793,7949.535829614793,7832.282865416145,7872.084330327612,51068.0,1871386860.0,7315,23,7318,2,75409.0,EB2005
2020-01-08,EB.DCE,7861.327177648837,8001.170162472914,7855.94860130945,7932.324385328753,72616.0,2674810360.0,7373,6,7374,36,68952.0,EB2005
2020-01-09,EB.DCE,7900.052927292428,7944.157253275406,7816.147136397982,7858.100031845205,58620.0,2145198900.0,7304,1,7305,1,67645.0,EB2005
2020-01-10,EB.DCE,7864.55432345247,7990.413009794139,7808.61712952284,7990.413009794139,72901.0,2674737690.0,7424,5,7428,3,68950.0,EB2005
2020-01-13,EB.DCE,8001.170162472914,8138.861716761235,7983.958718186874,8111.968835064297,156246.0,5863912380.0,7540,53,7541,206,81191.0,EB2005
2020-01-14,EB.DCE,8111.968835064297,8161.451737386663,8044.1987731880145,8111.968835064297,89977.0,3382235430.0,7540,50,7541,313,84049.0,EB2005
2020-01-15,EB.DCE,8122.725987743072,8149.61886944001,8046.3502037237695,8101.211682385522,84802.0,3185587130.0,7531,25,7532,19,85644.0,EB2005
2020-01-16,EB.DCE,8100.135967117644,8121.6502724751945,7948.460114346915,8032.365905241361,85693.0,3201490480.0,7466,18,7467,84,75426.0,EB2005
2020-01-17,EB.DCE,8023.760183098341,8065.713078545565,8003.321593008669,8023.760183098341,50251.0,1877628615.0,7458,5,7460,11,75284.0,EB2005
2020-01-20,EB.DCE,8035.593051044994,8100.135967117644,8020.533037294709,8084.000238099482,59879.0,2246959475.0,7515,3,7516,5,75192.0,EB2005
2020-01-21,EB.DCE,8078.621661760095,8108.741689260664,7982.883002918996,7996.867301401404,52832.0,1974860160.0,7434,34,7435,138,68443.0,EB2005
2020-01-22,EB.DCE,7981.807287651119,8001.170162472914,7863.478608184592,7953.838690686303,57500.0,2118875000.0,7392,3,7394,18,59901.0,EB2005
