time,future,open,high,low,close,vol,amt,bid1,bidvol1,ask1,askvol1,oi,code
2019-08-12,UR.CZC,1596.0698508069254,1630.068971889203,1585.6812304762295,1620.6247715885704,273286.0,9286258280.0,1716,86,1717,126,46940.0,UR2001
2019-08-13,UR.CZC,1610.2361512578746,1668.7901931217973,1607.4028911676846,1668.7901931217973,323053.0,11261627580.0,1767,6038,0,0,65184.0,UR2001
2019-08-14,UR.CZC,1671.623453211987,1683.9009136028096,1620.6247715885704,1635.7354920695827,290445.0,10136530500.0,1731,13,1732,110,45871.0,UR2001
2019-08-15,UR.CZC,1641.4020122499624,1655.5683127009115,1628.1801318290766,1641.4020122499624,179507.0,6243253460.0,1737,140,1738,12,45735.0,UR2001
2019-08-16,UR.CZC,1640.4575922198992,1656.5127327309747,1635.7354920695827,1642.3464322800257,77779.0,2711375940.0,1739,55,1740,21,42512.0,UR2001
2019-08-19,UR.CZC,1646.1241124002788,1652.7350526107216,1633.8466520094562,1644.2352723401523,57448.0,2000339360.0,1740,5,1741,230,41096.0,UR2001
2019-08-20,UR.CZC,1644.2352723401523,1651.7906325806584,1639.5131721898358,1644.2352723401523,28274.0,983935200.0,1740,151,1741,717,37785.0,UR2001
2019-08-21,UR.CZC,1641.4020122499624,1641.4020122499624,1611.1805712879377,1622.513611648697,93364.0,3206119760.0,1718,9,1719,113,36178.0,UR2001
2019-08-22,UR.CZC,1626.29129176895,1633.8466520094562,1622.513611648697,1627.2357117990134,30033.0,1035537840.0,1723,11,1724,25,33404.0,UR2001
2019-08-23,UR.CZC,1629.12455185914,1631.0133919192665,1618.7359315284439,1624.4024517088235,19843.0,682599200.0,1719,177,1720,61,33065.0,UR2001
2019-08-26,UR.CZC,1619.6803515585073,1650.846212550595,1616.8470914683173,1639.5131721898358,42046.0,1458996200.0,1736,96,1738,5,31630.0,UR2001
2019-08-27,UR.CZC,1637.6243321297093,1660.2904128512278,1634.7910720395196,1641.4020122499624,59580.0,2081725200.0,1738,16,1739,23,32270.0,UR2001
2019-08-28,UR.CZC,1647.068532430342,1660.2904128512278,1641.4020122499624,1652.7350526107216,31912.0,1116281760.0,1749,120,1750,199,32717.0,UR2001
2019-08-29,UR.CZC,1651.7906325806584,1714.122354564834,1651.7906325806584,1686.7341736929993,230619.0,8265384960.0,1786,19,1787,201,44468.0,UR2001
2019-08-30,UR.CZC,1695.2339539635689,1703.7337342341382,1682.012073542683,1689.5674337831892,82202.0,2947763720.0,1788,460,1789,22,44023.0,UR2001
2019-09-02,UR.CZC,1693.3451139034423,1724.5109748955301,1682.012073542683,1696.178373993632,74814.0,2696296560.0,1795,42,1796,3,47215.0,UR2001
2019-09-03,UR.CZC,1698.0672140537586,1705.6225742942647,1685.7897536629362,1691.4562738433158,46397.0,1664724360.0,1791,6,1792,288,46027.0,UR2001
2019-09-04,UR.CZC,1696.178373993632,1740.5661154066056,1693.3451139034423,1712.2335145047075,151475.0,5519749000.0,1812,93,1813,21,48988.0,UR2001
2019-09-05,UR.CZC,1713.1779345347709,1728.2886550157832,1706.5669943243279,1711.2890944746443,63608.0,2314059040.0,1811,49,1812,74,46435.0,UR2001
